"id","year","month","casenumber","disease","animalspecies","datestart","dateend","country","nuts","districtcode","postcode","unit","value","annotation","sourceid"
"371","2019","4","TKH-2019-000091","American foulbrood of honey bees","1341976","2019-04-18",NULL,"AUT","AT12","321",NULL,"number","1",NULL,"44"
"372","2019","4","TKH-2019-000094","American foulbrood of honey bees","1341976","2019-04-25","2019-09-23","AUT","AT31","404",NULL,"number","1",NULL,"44"
"373","2019","4","TKH-2019-000095","American foulbrood of honey bees","1341976","2019-04-24","2019-09-23","AUT","AT31","404",NULL,"number","1",NULL,"44"
"374","2019","4","TKH-2019-000097","American foulbrood of honey bees","1341976","2019-04-24","2019-09-23","AUT","AT31","404",NULL,"number","1",NULL,"44"
"375","2019","5","TKH-2019-000109","American foulbrood of honey bees","1341976","2019-05-04","2019-07-17","AUT","AT22","621",NULL,"number","1",NULL,"35"
"376","2019","5","TKH-2019-000111","American foulbrood of honey bees","1341976","2019-05-20","2019-09-10","AUT","AT21","208",NULL,"number","1",NULL,"33"
"377","2019","5","TKH-2019-000119","American foulbrood of honey bees","1341976","2019-05-13",NULL,"AUT","AT22","601",NULL,"number","1",NULL,"38"
"378","2019","5","TKH-2019-000123","American foulbrood of honey bees","1341976","2019-05-14","2019-10-21","AUT","AT12","323",NULL,"number","1",NULL,"34"
"379","2019","5","TKH-2019-000134","American foulbrood of honey bees","1341976","2019-05-18",NULL,"AUT","AT12","319",NULL,"number","1",NULL,"38"
"380","2019","5","TKH-2019-000138","American foulbrood of honey bees","1341976","2019-05-17","2019-08-27","AUT","AT32","504",NULL,"number","1",NULL,"33"
"381","2019","6","TKH-2019-000142","American foulbrood of honey bees","1341976","2019-06-03","2019-08-06","AUT","AT11","106",NULL,"number","1",NULL,"33"
"382","2019","5","TKH-2019-000149","American foulbrood of honey bees","1341976","2019-05-28","2019-07-29","AUT","AT21","207",NULL,"number","1",NULL,"32"
"383","2019","5","TKH-2019-000153","American foulbrood of honey bees","1341976","2019-05-26","2019-09-25","AUT","AT31","404",NULL,"number","1",NULL,"33"
"384","2019","5","TKH-2019-000154","American foulbrood of honey bees","1341976","2019-05-26","2019-10-04","AUT","AT31","404",NULL,"number","1",NULL,"34"
"385","2019","5","TKH-2019-000160","American foulbrood of honey bees","1341976","2019-05-26","2019-10-04","AUT","AT31","404",NULL,"number","1",NULL,"34"
"386","2019","6","TKH-2019-000161","American foulbrood of honey bees","1341976","2019-06-03","2019-08-23","AUT","AT33","703",NULL,"number","1",NULL,"33"
"387","2019","6","TKH-2019-000164","American foulbrood of honey bees","1341976","2019-06-03","2019-08-27","AUT","AT32","504",NULL,"number","1",NULL,"33"
"388","2019","6","TKH-2019-000165","American foulbrood of honey bees","1341976","2019-06-03","2019-09-02","AUT","AT32","504",NULL,"number","1",NULL,"33"
"389","2019","6","TKH-2019-000166","American foulbrood of honey bees","1341976","2019-06-03","2019-08-27","AUT","AT32","504",NULL,"number","1",NULL,"33"
"390","2019","6","TKH-2019-000169","American foulbrood of honey bees","1341976","2019-06-03","2019-08-27","AUT","AT32","504",NULL,"number","1",NULL,"33"
"391","2019","6","TKH-2019-000170","American foulbrood of honey bees","1341976","2019-06-05","2019-08-27","AUT","AT32","504",NULL,"number","1",NULL,"33"
"392","2019","6","TKH-2019-000172","American foulbrood of honey bees","1341976","2019-06-06","2019-11-05","AUT","AT32","504",NULL,"number","1",NULL,"35"
"393","2019","6","TKH-2019-000186","American foulbrood of honey bees","1341976","2019-06-14",NULL,"AUT","AT21","208",NULL,"number","1",NULL,"35"
"394","2019","6","TKH-2019-000187","American foulbrood of honey bees","1341976","2019-06-14","2019-09-06","AUT","AT21","208",NULL,"number","1",NULL,"33"
"395","2019","6","TKH-2019-000188","American foulbrood of honey bees","1341976","2019-06-14","2019-09-06","AUT","AT21","208",NULL,"number","1",NULL,"33"
"396","2019","4","TKH-2019-000189","American foulbrood of honey bees","1341976","2019-04-25",NULL,"AUT","AT22","614",NULL,"number","1",NULL,"38"
"397","2019","6","TKH-2019-000194","American foulbrood of honey bees","1341976","2019-06-12","2019-08-23","AUT","AT33","703",NULL,"number","1",NULL,"33"
"398","2019","6","TKH-2019-000195","American foulbrood of honey bees","1341976","2019-06-06","2019-10-04","AUT","AT31","404",NULL,"number","1",NULL,"34"
"399","2019","5","TKH-2019-000197","American foulbrood of honey bees","1341976","2019-05-20",NULL,"AUT","AT22","610",NULL,"number","1",NULL,"38"
"400","2019","6","TKH-2019-000202","American foulbrood of honey bees","1341976","2019-06-26",NULL,"AUT","AT22","620",NULL,"number","1",NULL,"38"
"401","2019","7","TKH-2019-000209","American foulbrood of honey bees","1341976","2019-07-01","2019-09-30","AUT","AT33","706",NULL,"number","1",NULL,"33"
"402","2019","7","TKH-2019-000223","American foulbrood of honey bees","1341976","2019-07-01","2019-09-30","AUT","AT33","706",NULL,"number","1",NULL,"33"
"403","2019","7","TKH-2019-000224","American foulbrood of honey bees","1341976","2019-07-01","2019-09-30","AUT","AT33","706",NULL,"number","1",NULL,"33"
"404","2019","6","TKH-2019-000227","American foulbrood of honey bees","1341976","2019-06-03","2019-10-28","AUT","AT22","614",NULL,"number","1",NULL,"34"
"405","2019","7","TKH-2019-000230","American foulbrood of honey bees","1341976","2019-07-01","2019-09-30","AUT","AT33","706",NULL,"number","1",NULL,"33"
"406","2019","7","TKH-2019-000231","American foulbrood of honey bees","1341976","2019-07-09","2019-09-30","AUT","AT33","706",NULL,"number","1",NULL,"33"
"407","2019","7","TKH-2019-000232","American foulbrood of honey bees","1341976","2019-07-01",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"408","2019","7","TKH-2019-000233","American foulbrood of honey bees","1341976","2019-07-01","2019-09-30","AUT","AT33","706",NULL,"number","1",NULL,"33"
"409","2019","6","TKH-2019-000234","American foulbrood of honey bees","1341976","2019-06-14",NULL,"AUT","AT22","620",NULL,"number","1",NULL,"38"
"410","2019","7","TKH-2019-000236","American foulbrood of honey bees","1341976","2019-07-09","2019-09-30","AUT","AT33","706",NULL,"number","1",NULL,"33"
"411","2019","6","TKH-2019-000238","American foulbrood of honey bees","1341976","2019-06-21",NULL,"AUT","AT22","601",NULL,"number","1",NULL,"38"
"412","2019","6","TKH-2019-000239","American foulbrood of honey bees","1341976","2019-06-21",NULL,"AUT","AT22","601",NULL,"number","1",NULL,"38"
"413","2019","7","TKH-2019-000243","American foulbrood of honey bees","1341976","2019-07-04",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"414","2019","7","TKH-2019-000244","American foulbrood of honey bees","1341976","2019-07-05","2019-09-19","AUT","AT33","706",NULL,"number","1",NULL,"33"
"415","2019","7","TKH-2019-000245","American foulbrood of honey bees","1341976","2019-07-05","2019-09-19","AUT","AT33","706",NULL,"number","1",NULL,"33"
"416","2019","7","TKH-2019-000246","American foulbrood of honey bees","1341976","2019-07-09","2019-09-19","AUT","AT33","706",NULL,"number","1",NULL,"33"
"417","2019","7","TKH-2019-000255","American foulbrood of honey bees","1341976","2019-07-09","2019-09-30","AUT","AT33","706",NULL,"number","1",NULL,"33"
"418","2019","7","TKH-2019-000258","American foulbrood of honey bees","1341976","2019-07-10","2019-09-05","AUT","AT12","318",NULL,"number","1",NULL,"33"
"419","2019","7","TKH-2019-000279","American foulbrood of honey bees","1341976","2019-07-09","2019-10-04","AUT","AT31","404",NULL,"number","1",NULL,"34"
"420","2019","7","TKH-2019-000286","American foulbrood of honey bees","1341976","2019-07-16","2019-10-07","AUT","AT21","204",NULL,"number","1",NULL,"34"
"421","2019","7","TKH-2019-000289","American foulbrood of honey bees","1341976","2019-07-17","2019-10-07","AUT","AT21","204",NULL,"number","1",NULL,"34"
"422","2019","7","TKH-2019-000317","American foulbrood of honey bees","1341976","2019-07-16","2019-10-16","AUT","AT31","417",NULL,"number","1",NULL,"34"
"423","2019","7","TKH-2019-000319","American foulbrood of honey bees","1341976","2019-07-30",NULL,"AUT","AT31","416",NULL,"number","1",NULL,"38"
"424","2019","7","TKH-2019-000320","American foulbrood of honey bees","1341976","2019-07-30",NULL,"AUT","AT31","416",NULL,"number","1",NULL,"38"
"425","2019","8","TKH-2019-000321","American foulbrood of honey bees","1341976","2019-08-02",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"426","2019","7","TKH-2019-000322","American foulbrood of honey bees","1341976","2019-07-29","2019-09-19","AUT","AT33","706",NULL,"number","1",NULL,"33"
"427","2019","7","TKH-2019-000323","American foulbrood of honey bees","1341976","2019-07-29","2019-09-23","AUT","AT33","706",NULL,"number","1",NULL,"33"
"428","2019","8","TKH-2019-000327","American foulbrood of honey bees","1341976","2019-08-05",NULL,"AUT","AT12","308",NULL,"number","1",NULL,"38"
"429","2019","8","TKH-2019-000328","American foulbrood of honey bees","1341976","2019-08-05",NULL,"AUT","AT31","416",NULL,"number","1",NULL,"38"
"430","2019","8","TKH-2019-000330","American foulbrood of honey bees","1341976","2019-08-07",NULL,"AUT","AT12","322",NULL,"number","1",NULL,"38"
"431","2019","8","TKH-2019-000331","American foulbrood of honey bees","1341976","2019-08-05",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"432","2019","8","TKH-2019-000333","American foulbrood of honey bees","1341976","2019-08-12",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"433","2019","8","TKH-2019-000335","American foulbrood of honey bees","1341976","2019-08-12",NULL,"AUT","AT33","702",NULL,"number","1",NULL,"38"
"434","2019","8","TKH-2019-000343","American foulbrood of honey bees","1341976","2019-08-16",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"435","2019","8","TKH-2019-000344","American foulbrood of honey bees","1341976","2019-08-16",NULL,"AUT","AT33","702",NULL,"number","1",NULL,"38"
"436","2019","8","TKH-2019-000346","American foulbrood of honey bees","1341976","2019-08-12",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"437","2019","8","TKH-2019-000347","American foulbrood of honey bees","1341976","2019-08-12",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"438","2019","8","TKH-2019-000348","American foulbrood of honey bees","1341976","2019-08-26",NULL,"AUT","AT31","416",NULL,"number","1",NULL,"38"
"439","2019","8","TKH-2019-000350","American foulbrood of honey bees","1341976","2019-08-16",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"440","2019","8","TKH-2019-000351","American foulbrood of honey bees","1341976","2019-08-19",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"441","2019","8","TKH-2019-000352","American foulbrood of honey bees","1341976","2019-08-16",NULL,"AUT","AT31","416",NULL,"number","1",NULL,"38"
"442","2019","8","TKH-2019-000354","American foulbrood of honey bees","1341976","2019-08-27",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"443","2019","8","TKH-2019-000358","American foulbrood of honey bees","1341976","2019-08-20",NULL,"AUT","AT31","413",NULL,"number","1",NULL,"38"
"444","2019","8","TKH-2019-000359","American foulbrood of honey bees","1341976","2019-08-16",NULL,"AUT","AT12","308",NULL,"number","1",NULL,"38"
"445","2019","8","TKH-2019-000362","American foulbrood of honey bees","1341976","2019-08-23",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"446","2019","8","TKH-2019-000363","American foulbrood of honey bees","1341976","2019-08-23",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"447","2019","8","TKH-2019-000364","American foulbrood of honey bees","1341976","2019-08-30",NULL,"AUT","AT12","322",NULL,"number","1",NULL,"38"
"448","2019","8","TKH-2019-000365","American foulbrood of honey bees","1341976","2019-08-23",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"449","2019","9","TKH-2019-000375","American foulbrood of honey bees","1341976","2019-09-03",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"450","2019","9","TKH-2019-000382","American foulbrood of honey bees","1341976","2019-09-11",NULL,"AUT","AT33","706",NULL,"number","1",NULL,"38"
"451","2019","9","TKH-2019-000387","American foulbrood of honey bees","1341976","2019-09-16",NULL,"AUT","AT34","802",NULL,"number","1",NULL,"38"
"452","2019","9","TKH-2019-000391","American foulbrood of honey bees","1341976","2019-09-18",NULL,"AUT","AT34","802",NULL,"number","1",NULL,"38"
"453","2019","9","TKH-2019-000401","American foulbrood of honey bees","1341976","2019-09-19",NULL,"AUT","AT22","606",NULL,"number","1",NULL,"38"
"454","2019","9","TKH-2019-000425","American foulbrood of honey bees","1341976","2019-09-18","2019-11-25","AUT","AT22","620",NULL,"number","1",NULL,"35"
"455","2019","10","TKH-2019-000450","American foulbrood of honey bees","1341976","2019-10-23",NULL,"AUT","AT31","404",NULL,"number","1",NULL,"38"
"456","2020","1","TKH-2020-000021","American foulbrood of honey bees","1341976","2020-01-13",NULL,"AUT","AT22","612",NULL,"number","1",NULL,"38"
"457","2020","2","TKH-2020-000025","American foulbrood of honey bees","1341976","2020-02-13",NULL,"AUT","AT31","410",NULL,"number","1",NULL,"38"
"458","2020","3","TKH-2020-000048","American foulbrood of honey bees","1341976","2020-03-27",NULL,"AUT","AT12","323",NULL,"number","1",NULL,"38"
"459","2020","3","TKH-2020-000050","American foulbrood of honey bees","1341976","2020-03-19",NULL,"AUT","AT31","412",NULL,"number","1",NULL,"38"
"460","2020","3","TKH-2020-000052","American foulbrood of honey bees","1341976","2020-03-30",NULL,"AUT","AT31","413",NULL,"number","1",NULL,"38"
"461","2020","9",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT31",NULL,NULL,"number","1",NULL,"62"
"462","2020","9",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT33",NULL,NULL,"number","6",NULL,"62"
"463","2020","9",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT34",NULL,NULL,"number","1",NULL,"62"
"464","2021","3",NULL,"Varroosis of honey bees in the case of imminent or actual death of at least 30% of the colonies in an apiary","1341976",NULL,NULL,"AUT","AT21",NULL,NULL,"number","1",NULL,"80"
"465","2021","4",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT21",NULL,NULL,"number","3",NULL,"63"
"466","2021","4",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT12",NULL,NULL,"number","4",NULL,"63"
"467","2021","4",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT31",NULL,NULL,"number","1",NULL,"63"
"468","2021","4",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT22",NULL,NULL,"number","6",NULL,"63"
"469","2021","4",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT33",NULL,NULL,"number","2",NULL,"63"
"470","2021","4",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT13",NULL,NULL,"number","1",NULL,"63"
"471","2021","5",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT11",NULL,NULL,"number","2",NULL,"64"
"472","2021","5",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT21",NULL,NULL,"number","1",NULL,"64"
"473","2021","5",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT12",NULL,NULL,"number","2",NULL,"64"
"474","2021","5",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT31",NULL,NULL,"number","1",NULL,"64"
"475","2021","5",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT22",NULL,NULL,"number","1",NULL,"64"
"476","2021","6",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT12",NULL,NULL,"number","8",NULL,"65"
"477","2021","6",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT31",NULL,NULL,"number","1",NULL,"65"
"478","2021","6",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT32",NULL,NULL,"number","1",NULL,"65"
"479","2021","7",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT31",NULL,NULL,"number","2",NULL,"66"
"480","2021","7",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT22",NULL,NULL,"number","2",NULL,"66"
"481","2021","7",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT33",NULL,NULL,"number","1",NULL,"66"
"482","2021","7",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT13",NULL,NULL,"number","1",NULL,"66"
"483","2021","8",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT12",NULL,NULL,"number","1",NULL,"67"
"484","2021","8",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT22",NULL,NULL,"number","1",NULL,"67"
"485","2021","8",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT33",NULL,NULL,"number","2",NULL,"67"
"486","2021","9",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT12",NULL,NULL,"number","2",NULL,"68"
"487","2021","9",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT32",NULL,NULL,"number","5",NULL,"68"
"488","2021","9",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT22",NULL,NULL,"number","2",NULL,"68"
"489","2021","9",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT33",NULL,NULL,"number","1",NULL,"68"
"490","2021","10",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT22",NULL,NULL,"number","2",NULL,"69"
"491","2021","11",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT12",NULL,NULL,"number","1",NULL,"70"
"492","2022","2",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT12",NULL,NULL,"number","1",NULL,"71"
"493","2022","2",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT31",NULL,NULL,"number","1",NULL,"71"
"494","2022","2",NULL,"Varroosis of honey bees in the case of imminent or actual death of at least 30% of the colonies in an apiary","1341976",NULL,NULL,"AUT","AT11",NULL,NULL,"number","1",NULL,"71"
"495","2022","3",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT11",NULL,NULL,"number","1",NULL,"72"
"496","2022","4",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT12",NULL,NULL,"number","4",NULL,"73"
"497","2022","4",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT31",NULL,NULL,"number","2",NULL,"73"
"498","2022","4",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT32",NULL,NULL,"number","1",NULL,"73"
"499","2022","4",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT22",NULL,NULL,"number","4",NULL,"73"
"500","2022","5",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT12",NULL,NULL,"number","6",NULL,"74"
"501","2022","5",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT31",NULL,NULL,"number","1",NULL,"74"
"502","2022","5",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT22",NULL,NULL,"number","11",NULL,"74"
"503","2022","5",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT13",NULL,NULL,"number","1",NULL,"74"
"504","2022","6",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT21",NULL,NULL,"number","1",NULL,"75"
"505","2022","6",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT12",NULL,NULL,"number","8",NULL,"75"
"506","2022","6",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT31",NULL,NULL,"number","1",NULL,"75"
"507","2022","6",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT22",NULL,NULL,"number","1",NULL,"75"
"508","2022","7",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT12",NULL,NULL,"number","3",NULL,"76"
"509","2022","7",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT22",NULL,NULL,"number","2",NULL,"76"
"510","2022","8",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT11",NULL,NULL,"number","1",NULL,"77"
"511","2022","8",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT12",NULL,NULL,"number","1",NULL,"77"
"512","2022","8",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT31",NULL,NULL,"number","1",NULL,"77"
"513","2022","8",NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"AUT","AT33",NULL,NULL,"number","2",NULL,"77"
"514","2014","6",NULL,"European foulbrood of honey bees","1341976","2014-06-05","2014-08-06","BEL","BE32A",NULL,"7973","number","1",NULL,"78"
"515","2014","6",NULL,"European foulbrood of honey bees","1341976","2014-06-16","2014-08-11","BEL","BE323",NULL,"7601","number","1",NULL,"78"
"516","2014","9",NULL,"European foulbrood of honey bees","1341976","2014-09-03","2015-04-23","BEL","BE221",NULL,"3500","number","1",NULL,"78"
"517","2017","6",NULL,"European foulbrood of honey bees","1341976","2017-06-20","2017-08-08","BEL","BE232",NULL,"9255","number","1",NULL,"78"
"518","2019","5",NULL,"European foulbrood of honey bees","1341976","2019-05-06","2021-09-17","BEL","BE328",NULL,"7604","number","1",NULL,"78"
"519","2019","6",NULL,"European foulbrood of honey bees","1341976","2019-06-03","2021-09-17","BEL","BE328",NULL,"7601","number","1",NULL,"78"
"520","2019","6",NULL,"European foulbrood of honey bees","1341976","2019-06-21","2021-09-17","BEL","BE32A",NULL,"7812","number","1",NULL,"78"
"521","2019","7",NULL,"European foulbrood of honey bees","1341976","2019-07-01","2021-09-17","BEL","BE328",NULL,"7522","number","1",NULL,"78"
"522","2019","7",NULL,"European foulbrood of honey bees","1341976","2019-07-09","2019-08-13","BEL","BE323",NULL,"7330","number","1",NULL,"78"
"523","2019","7",NULL,"European foulbrood of honey bees","1341976","2019-07-17","2021-09-17","BEL","BE32A",NULL,"7812","number","1",NULL,"78"
"524","2019","9",NULL,"European foulbrood of honey bees","1341976","2019-09-09","2021-09-17","BEL","BE32A",NULL,"7812","number","1",NULL,"78"
"525","2019","9",NULL,"European foulbrood of honey bees","1341976","2019-09-17","2020-07-28","BEL","BE328",NULL,"7608","number","1",NULL,"78"
"526","2019","9",NULL,"European foulbrood of honey bees","1341976","2019-09-23","2021-09-17","BEL","BE328",NULL,"7608","number","1",NULL,"78"
"527","2019","9",NULL,"European foulbrood of honey bees","1341976","2019-09-23","2020-07-16","BEL","BE323",NULL,"7387","number","1",NULL,"78"
"528","2019","11",NULL,"European foulbrood of honey bees","1341976","2019-11-04","2021-09-17","BEL","BE32B",NULL,"6220","number","1",NULL,"78"
"529","2020","5",NULL,"European foulbrood of honey bees","1341976","2020-05-04","2021-09-17","BEL","BE323",NULL,"7050","number","1",NULL,"78"
"530","2020","5",NULL,"European foulbrood of honey bees","1341976","2020-05-18","2021-11-26","BEL","BE322",NULL,"6280","number","1",NULL,"78"
"531","2020","5",NULL,"European foulbrood of honey bees","1341976","2020-05-18","2022-11-26","BEL","BE32B",NULL,"6280","number","1",NULL,"78"
"532","2020","5",NULL,"European foulbrood of honey bees","1341976","2020-05-18","2021-11-26","BEL","BE353",NULL,"5621","number","1",NULL,"78"
"533","2020","5",NULL,"European foulbrood of honey bees","1341976","2020-05-18","2021-11-26","BEL","BE353",NULL,"5621","number","1",NULL,"78"
"534","2020","5",NULL,"European foulbrood of honey bees","1341976","2020-05-18","2020-07-28","BEL","BE328",NULL,"7608","number","1",NULL,"78"
"535","2020","6",NULL,"European foulbrood of honey bees","1341976","2020-06-12","2022-06-30","BEL","BE32B",NULL,"6180","number","1",NULL,"78"
"536","2020","6",NULL,"European foulbrood of honey bees","1341976","2020-06-12","2022-06-30","BEL","BE32B",NULL,"6180","number","1",NULL,"78"
"537","2020","6",NULL,"European foulbrood of honey bees","1341976","2020-06-15","2022-06-30","BEL","BE322",NULL,"6141","number","1",NULL,"78"
"538","2020","6",NULL,"European foulbrood of honey bees","1341976","2020-06-15","2022-06-30","BEL","BE322",NULL,"6141","number","1",NULL,"78"
"539","2020","7",NULL,"European foulbrood of honey bees","1341976","2020-07-01","2021-09-17","BEL","BE325",NULL,"7061","number","1",NULL,"78"
"540","2020","7",NULL,"European foulbrood of honey bees","1341976","2020-07-01","2021-09-17","BEL","BE323",NULL,"7050","number","1",NULL,"78"
"541","2020","7",NULL,"European foulbrood of honey bees","1341976","2020-07-01","2021-09-17","BEL","BE323",NULL,"7050","number","1",NULL,"78"
"542","2020","7",NULL,"European foulbrood of honey bees","1341976","2020-07-06","2021-09-17","BEL","BE325",NULL,"7061","number","1",NULL,"78"
"543","2020","7",NULL,"European foulbrood of honey bees","1341976","2020-07-14","2021-08-02","BEL","BE352",NULL,"5140","number","1",NULL,"78"
"544","2020","8",NULL,"European foulbrood of honey bees","1341976","2020-08-24","2021-09-17","BEL","BE325",NULL,"7061","number","1",NULL,"79"
"545","2021","8",NULL,"European foulbrood of honey bees","1341976","2021-08-30","2021-11-26","BEL","BE322",NULL,"6280","number","1",NULL,"79"
"546","2022","8",NULL,"European foulbrood of honey bees","1341976","2022-08-12",NULL,"BEL","BE322",NULL,"6280","number","1",NULL,"79"
"547","2022","8",NULL,"European foulbrood of honey bees","1341976","2022-08-16",NULL,"BEL","BE321",NULL,"7880","number","1",NULL,"79"
"548","2022","8",NULL,"European foulbrood of honey bees","1341976","2022-08-30",NULL,"BEL","BE322",NULL,"6280","number","1",NULL,"79"
"549","2006",NULL,NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"BEL","BE",NULL,NULL,"number","3",NULL,"78"
"550","2007",NULL,NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"BEL","BE",NULL,NULL,"number","5",NULL,"78"
"551","2008",NULL,NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"BEL","BE",NULL,NULL,"number","1",NULL,"78"
"552","2009",NULL,NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"BEL","BE",NULL,NULL,"number","4",NULL,"78"
"553","2010",NULL,NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"BEL","BE",NULL,NULL,"number","0",NULL,"78"
"554","2011",NULL,NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"BEL","BE",NULL,NULL,"number","0",NULL,"78"
"555","2012",NULL,NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"BEL","BE",NULL,NULL,"number","0",NULL,"78"
"556","2013",NULL,NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"BEL","BE",NULL,NULL,"number","2",NULL,"78"
"557","2014",NULL,NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"BEL","BE",NULL,NULL,"number","36",NULL,"78"
"558","2015",NULL,NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"BEL","BE",NULL,NULL,"number","16",NULL,"78"
"559","2016",NULL,NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"BEL","BE",NULL,NULL,"number","6",NULL,"78"
"560","2017",NULL,NULL,"American foulbrood of honey bees","1341976",NULL,NULL,"BEL","BE",NULL,NULL,"number","3",NULL,"78"
"561","2018","5",NULL,"American foulbrood of honey bees","1341976","2018-05-23","2018-07-12","BEL","BE211",NULL,"2030","number","1",NULL,"78"
"562","2018","5",NULL,"American foulbrood of honey bees","1341976","2018-05-23","2018-09-14","BEL","BE241",NULL,"1549","number","1",NULL,"78"
"563","2018","5",NULL,"American foulbrood of honey bees","1341976","2018-05-31","2018-08-02","BEL","BE323",NULL,"7332","number","1",NULL,"78"
"564","2018","5",NULL,"American foulbrood of honey bees","1341976","2018-05-31","2018-08-02","BEL","BE323",NULL,"7050","number","1",NULL,"78"
"565","2018","6",NULL,"American foulbrood of honey bees","1341976","2018-06-11","2018-07-12","BEL","BE211",NULL,"2030","number","1",NULL,"78"
